voter_id,age,ip_address,device_id,login_attempts,vote_duration_sec,location_match,previous_votes,is_fraud
V0250,81,192.168.8.100,DV1935,2,36,1,3,1
V0717,88,192.168.8.32,DV1259,8,84,1,1,1
V2973,45,192.168.7.105,DV1921,2,67,1,0,0
V1273,54,192.168.9.115,DV1990,4,37,1,0,1
V0384,47,192.168.6.162,DV1188,3,84,1,3,1
V1120,19,192.168.4.231,DV1540,3,92,1,3,1
V1335,33,192.168.2.221,DV1613,3,3,1,2,1
V1428,26,192.168.1.148,DV1437,5,21,0,2,1
V0264,21,192.168.7.228,DV1642,5,85,1,3,1
V1913,72,192.168.5.170,DV1148,1,98,1,0,0
V1640,54,192.168.8.119,DV1434,5,23,1,3,1
V0721,29,192.168.3.41,DV1511,2,90,1,0,0
V0023,80,192.168.1.251,DV1778,3,19,1,1,1
V0289,56,192.168.4.181,DV1212,8,43,1,2,1
V1440,70,192.168.5.114,DV1800,1,39,0,1,1
V1975,63,192.168.2.182,DV1440,5,66,0,1,1
V1452,68,192.168.5.250,DV1132,2,45,1,0,0
V1301,83,192.168.6.170,DV1192,1,84,1,0,0
V0561,73,192.168.10.187,DV1254,8,47,1,1,1
V1347,27,192.168.4.32,DV1544,2,90,1,0,0
V0776,26,192.168.8.137,DV1971,2,26,1,1,1
V1059,61,192.168.7.34,DV1091,6,93,1,1,1
V2331,49,192.168.10.239,DV1569,3,83,1,0,0
V1913,72,192.168.5.170,DV1148,1,98,1,0,0
V1704,22,192.168.0.194,DV1962,2,67,1,3,1
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V0483,24,192.168.6.113,DV1750,7,24,1,3,1
V0625,68,192.168.5.129,DV1010,4,111,0,1,1
V0446,18,192.168.10.97,DV1869,5,16,0,1,1
V0040,23,192.168.9.21,DV1429,6,36,0,2,1
V1700,87,192.168.0.244,DV1739,1,105,1,0,0
V2059,41,192.168.7.74,DV1749,1,59,0,0,1
V0281,90,192.168.4.122,DV1835,1,50,1,0,0
V2294,65,192.168.10.87,DV1425,1,43,1,0,0
V1475,51,192.168.2.213,DV1055,2,117,1,2,1
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V0342,24,192.168.0.106,DV1140,4,11,0,0,1
V1359,72,192.168.10.131,DV1954,3,64,1,0,0
V0449,28,192.168.9.25,DV1517,3,84,1,0,0
V0354,90,192.168.3.146,DV1854,7,89,1,3,1
V0138,78,192.168.4.87,DV1638,7,86,0,2,1
V1562,36,192.168.6.220,DV1225,3,48,1,0,0
V2944,35,192.168.0.168,DV1377,3,22,1,0,0
V0492,30,192.168.0.53,DV1174,5,13,1,0,1
V2340,65,192.168.1.10,DV1262,1,120,1,0,0
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V1924,87,192.168.3.178,DV1969,3,50,0,0,1
V0754,82,192.168.6.199,DV1714,3,100,0,3,1
V1886,59,192.168.6.39,DV1265,4,77,1,3,1
V0253,26,192.168.8.139,DV1297,5,111,0,1,1
V0726,59,192.168.7.71,DV1888,3,11,0,3,1
V1313,18,192.168.4.16,DV1604,4,111,1,3,1
V0199,83,192.168.10.30,DV1543,4,118,1,2,1
V1320,68,192.168.4.253,DV1834,3,5,1,2,1
V0531,78,192.168.3.129,DV1122,7,70,1,3,1
V0317,66,192.168.6.21,DV1699,3,86,1,0,0
V0365,26,192.168.2.112,DV1282,7,41,1,0,1
V1539,67,192.168.3.125,DV1107,6,29,1,2,1
V2068,80,192.168.5.140,DV1762,4,32,0,0,1
V0022,64,192.168.4.62,DV1059,4,115,0,0,1
V1017,72,192.168.3.89,DV1814,2,86,1,2,1
V0564,24,192.168.8.58,DV1563,7,54,0,0,1
V0698,22,192.168.10.92,DV1881,6,113,1,3,1
V1069,21,192.168.4.175,DV1696,2,53,1,0,0
V1305,34,192.168.7.204,DV1089,5,109,1,1,1
V2473,50,192.168.8.249,DV1298,3,41,1,0,0
V1945,60,192.168.1.75,DV1942,7,105,0,3,1
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V1682,32,192.168.5.206,DV1080,4,96,0,2,1
V1228,44,192.168.6.17,DV1547,7,27,1,0,1
V0067,46,192.168.3.38,DV1025,1,34,1,0,0
V0085,21,192.168.3.52,DV1859,1,82,0,1,1
V0028,60,192.168.1.132,DV1243,5,88,1,1,1
V1032,70,192.168.4.221,DV1603,1,65,1,0,0
V1274,64,192.168.6.97,DV1171,8,59,1,3,1
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V1969,35,192.168.6.56,DV1677,8,42,1,2,1
V2805,54,192.168.7.250,DV1980,3,116,1,0,0
V2501,85,192.168.7.144,DV1061,3,99,1,0,0
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V2351,39,192.168.5.9,DV1545,3,90,1,0,0
V0517,44,192.168.4.167,DV1419,1,113,0,3,1
V0740,63,192.168.5.141,DV1332,6,55,1,2,1
V1396,55,192.168.0.245,DV1579,1,104,0,3,1
V1966,73,192.168.1.245,DV1175,1,74,1,0,0
V2501,85,192.168.7.144,DV1061,3,99,1,0,0
V0834,41,192.168.10.85,DV1807,6,61,1,0,1
V1689,71,192.168.4.158,DV1389,4,84,1,3,1
V0328,46,192.168.4.220,DV1724,3,106,1,0,0
V0368,74,192.168.5.111,DV1835,3,41,1,1,1
V1833,51,192.168.1.85,DV1657,2,61,1,1,1
V0447,71,192.168.7.247,DV1061,3,94,1,0,0
V0067,46,192.168.3.38,DV1025,1,34,1,0,0
V1271,88,192.168.3.61,DV1519,2,57,1,2,1
V1155,89,192.168.10.202,DV1128,5,75,1,3,1
V1375,88,192.168.7.205,DV1698,3,44,1,3,1
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
V0558,66,192.168.5.157,DV1029,3,64,1,0,0
V0105,23,192.168.0.142,DV1299,3,84,1,0,0
V1609,61,192.168.2.175,DV1747,8,27,0,3,1
V1608,44,192.168.0.208,DV1143,1,49,1,0,0
V0136,82,192.168.9.85,DV1890,2,114,1,0,0
V2407,53,192.168.5.87,DV1428,2,14,1,0,0
V2051,62,192.168.4.142,DV1197,8,39,1,0,1
V2080,65,192.168.9.249,DV1484,2,5,1,2,1
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
V1943,62,192.168.10.202,DV1450,8,76,0,3,1
V1034,78,192.168.5.211,DV1315,1,85,0,0,1
V0048,18,192.168.5.198,DV1133,5,23,1,3,1
V1529,56,192.168.7.127,DV1869,2,110,1,0,0
V0299,56,192.168.9.155,DV1109,6,39,1,3,1
V1136,65,192.168.4.254,DV1383,5,40,1,0,1
V1421,54,192.168.3.236,DV1900,7,90,0,3,1
V1056,24,192.168.5.239,DV1240,8,119,1,0,1
V0066,54,192.168.8.170,DV1648,6,14,0,2,1
V0659,39,192.168.10.10,DV1368,4,86,0,1,1
V0840,87,192.168.3.45,DV1678,2,97,1,0,0
V0418,66,192.168.2.165,DV1693,3,11,0,1,1
V0183,72,192.168.8.250,DV1785,1,80,1,0,0
V0072,88,192.168.7.230,DV1162,8,60,1,1,1
V1200,46,192.168.4.185,DV1178,6,111,0,1,1
V1301,83,192.168.6.170,DV1192,1,84,1,0,0
V0585,25,192.168.4.53,DV1771,1,48,1,0,0
V0044,74,192.168.8.181,DV1309,1,88,1,0,0
V1666,30,192.168.2.223,DV1034,7,6,0,0,1
V0677,19,192.168.0.173,DV1215,7,77,0,2,1
V1304,30,192.168.6.76,DV1621,4,94,0,0,1
V1519,45,192.168.10.96,DV1380,3,102,1,0,0
V1249,52,192.168.2.113,DV1366,3,30,0,1,1
V1207,49,192.168.0.162,DV1814,5,114,0,3,1
V1655,37,192.168.9.7,DV1108,4,106,1,2,1
V0270,38,192.168.5.240,DV1591,6,27,0,3,1
V1582,68,192.168.2.104,DV1686,1,62,1,0,0
V1947,75,192.168.0.84,DV1469,5,101,0,1,1
V1086,56,192.168.5.151,DV1741,8,99,1,2,1
V1764,45,192.168.7.67,DV1032,2,69,0,3,1
V0376,49,192.168.10.171,DV1363,3,85,0,3,1
V0490,56,192.168.3.25,DV1050,7,76,1,1,1
V1261,40,192.168.10.195,DV1905,6,111,1,0,1
V2331,49,192.168.10.239,DV1569,3,83,1,0,0
V1594,76,192.168.1.145,DV1398,1,77,1,0,0
V0532,24,192.168.2.36,DV1205,6,55,1,1,1
V1069,21,192.168.4.175,DV1696,2,53,1,0,0
V1527,20,192.168.1.121,DV1097,7,95,1,2,1
V0596,60,192.168.5.93,DV1300,4,99,1,0,1
V0053,40,192.168.5.201,DV1953,7,105,0,2,1
V0706,67,192.168.6.57,DV1269,2,57,0,2,1
V2949,27,192.168.5.170,DV1265,1,85,1,0,0
V0229,56,192.168.1.13,DV1244,7,84,1,0,1
V1275,37,192.168.7.6,DV1780,7,57,0,2,1
V0478,57,192.168.4.33,DV1181,1,92,1,0,0
V1604,32,192.168.0.217,DV1767,2,59,1,0,0
V0810,50,192.168.1.79,DV1307,6,101,0,0,1
V1195,60,192.168.2.27,DV1465,1,66,0,0,1
V1098,32,192.168.7.160,DV1961,6,60,1,0,1
V1814,68,192.168.3.55,DV1113,5,25,0,3,1
V0585,25,192.168.4.53,DV1771,1,48,1,0,0
V0658,81,192.168.7.3,DV1206,5,27,0,1,1
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V1051,34,192.168.6.220,DV1211,4,108,1,1,1
V0876,50,192.168.3.9,DV1024,2,10,0,0,1
V0276,67,192.168.8.116,DV1782,5,108,0,1,1
V0160,35,192.168.0.243,DV1038,5,66,0,0,1
V0115,37,192.168.4.212,DV1145,2,10,0,2,1
V1075,38,192.168.6.200,DV1412,5,85,0,0,1
V0829,34,192.168.0.121,DV1924,1,16,1,0,0
V0322,30,192.168.9.9,DV1457,1,34,0,3,1
V1510,64,192.168.1.231,DV1222,1,44,0,1,1
V1338,64,192.168.8.44,DV1433,1,34,1,0,0
V2973,45,192.168.7.105,DV1921,2,67,1,0,0
V1540,76,192.168.10.40,DV1868,2,120,0,1,1
V1808,62,192.168.7.39,DV1473,8,29,0,3,1
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V0272,68,192.168.8.118,DV1989,4,30,1,0,1
V0588,50,192.168.3.159,DV1889,8,109,0,2,1
V1907,32,192.168.7.119,DV1425,8,20,0,2,1
V0098,28,192.168.3.185,DV1416,8,74,0,3,1
V2017,90,192.168.8.19,DV1020,8,76,1,2,1
V2066,29,192.168.5.151,DV1789,6,92,0,2,1
V1347,27,192.168.4.32,DV1544,2,90,1,0,0
V1626,25,192.168.1.15,DV1129,8,26,1,0,1
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V1043,38,192.168.3.133,DV1730,3,111,1,2,1
V1848,47,192.168.7.46,DV1041,5,73,1,0,1
V1150,59,192.168.2.7,DV1730,1,41,1,0,0
V0449,28,192.168.9.25,DV1517,3,84,1,0,0
V0031,77,192.168.0.173,DV1669,2,10,1,2,1
V1859,86,192.168.2.50,DV1797,2,100,0,1,1
V0410,61,192.168.10.196,DV1049,1,15,1,0,0
V1322,54,192.168.3.180,DV1876,7,15,0,2,1
V1993,24,192.168.8.8,DV1048,5,52,0,2,1
V1661,89,192.168.8.20,DV1936,6,86,1,1,1
V0566,58,192.168.1.252,DV1509,1,16,1,3,1
V2071,58,192.168.6.254,DV1891,3,54,1,0,0
V0054,38,192.168.1.98,DV1893,1,112,1,1,1
V0421,62,192.168.6.81,DV1810,3,34,1,0,0
V0976,35,192.168.7.228,DV1611,6,25,1,0,1
V1542,26,192.168.4.109,DV1168,5,114,0,1,1
V1478,27,192.168.10.149,DV1631,3,44,1,0,0
V1908,78,192.168.7.231,DV1924,5,19,1,2,1
V1605,40,192.168.5.28,DV1715,8,51,0,1,1
V1919,84,192.168.4.17,DV1800,6,57,0,1,1
V1255,89,192.168.10.49,DV1639,4,72,1,3,1
V1318,81,192.168.4.181,DV1989,7,10,1,1,1
V0304,59,192.168.3.2,DV1267,7,33,1,2,1
V0352,53,192.168.8.145,DV1673,1,25,1,0,0
V0475,85,192.168.5.246,DV1074,6,93,1,0,1
V1339,84,192.168.4.169,DV1546,8,20,1,2,1
V1721,27,192.168.6.33,DV1775,1,23,0,1,1
V0473,85,192.168.7.1,DV1339,4,106,0,2,1
V1202,35,192.168.6.168,DV1806,2,46,0,2,1
V1517,70,192.168.4.155,DV1846,6,53,0,0,1
V0681,75,192.168.2.147,DV1134,4,107,0,2,1
V1215,65,192.168.7.82,DV1279,7,6,0,3,1
V1371,31,192.168.7.169,DV1859,8,23,0,2,1
V0094,73,192.168.9.69,DV1330,4,109,0,2,1
V1316,46,192.168.7.175,DV1466,3,79,1,1,1
V0113,22,192.168.3.74,DV1723,5,92,1,0,1
V1909,30,192.168.7.127,DV1766,4,19,0,1,1
V1426,81,192.168.10.95,DV1955,5,106,0,0,1
V1296,45,192.168.8.203,DV1007,7,80,1,3,1
V0752,73,192.168.4.202,DV1403,3,19,1,0,0
V1245,42,192.168.6.10,DV1010,5,17,0,2,1
V1582,68,192.168.2.104,DV1686,1,62,1,0,0
V0025,69,192.168.10.167,DV1382,8,118,1,0,1
V1967,62,192.168.7.223,DV1723,3,11,1,0,0
V1873,35,192.168.1.84,DV2000,7,108,0,1,1
V1134,76,192.168.7.9,DV1764,3,74,1,0,0
V2565,38,192.168.10.162,DV1657,1,31,1,0,0
V2305,30,192.168.6.193,DV1953,1,42,1,0,0
V1282,65,192.168.0.167,DV1394,7,97,0,1,1
V0911,60,192.168.9.207,DV1911,8,8,0,0,1
V1826,82,192.168.10.29,DV1822,6,114,0,1,1
V0317,66,192.168.6.21,DV1699,3,86,1,0,0
V0297,86,192.168.0.234,DV1943,3,56,0,0,1
V0947,44,192.168.8.182,DV1035,6,47,0,2,1
V1349,46,192.168.4.3,DV1100,7,31,1,0,1
V0254,64,192.168.8.58,DV1124,4,104,0,1,1
V1150,59,192.168.2.7,DV1730,1,41,1,0,0
V0721,29,192.168.3.41,DV1511,2,90,1,0,0
V1358,39,192.168.9.15,DV1086,5,73,1,0,1
V0255,81,192.168.0.93,DV1567,6,62,0,0,1
V1401,46,192.168.0.137,DV1243,5,8,0,2,1
V0786,76,192.168.0.225,DV1251,7,97,0,3,1
V1452,68,192.168.5.250,DV1132,2,45,1,0,0
V0466,63,192.168.7.140,DV1800,8,47,1,3,1
V1803,82,192.168.10.12,DV1619,7,119,0,2,1
V0767,80,192.168.9.137,DV1090,3,28,1,0,0
V1787,82,192.168.6.176,DV1465,1,65,1,3,1
V0373,35,192.168.10.78,DV1247,5,87,0,3,1
V0829,34,192.168.0.121,DV1924,1,16,1,0,0
V1403,86,192.168.1.1,DV1664,6,83,1,2,1
V0193,81,192.168.6.45,DV1132,7,71,0,2,1
V1582,68,192.168.2.104,DV1686,1,62,1,0,0
V1409,29,192.168.7.47,DV1470,3,107,0,1,1
V0788,56,192.168.4.119,DV1170,7,40,0,1,1
V2067,58,192.168.7.92,DV1760,8,50,1,2,1
V1932,53,192.168.5.3,DV1652,2,69,1,0,0
V0840,87,192.168.3.45,DV1678,2,97,1,0,0
V1497,82,192.168.1.162,DV1590,7,110,1,1,1
V0508,30,192.168.3.35,DV1307,8,102,1,2,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V1593,67,192.168.1.119,DV1426,7,21,0,2,1
V0281,90,192.168.4.122,DV1835,1,50,1,0,0
V0069,69,192.168.3.38,DV1671,1,117,0,3,1
V2033,20,192.168.0.236,DV1882,1,45,0,2,1
V2164,68,192.168.0.96,DV1061,1,17,1,0,0
V1028,56,192.168.1.231,DV1978,7,117,1,0,1
V1170,44,192.168.0.51,DV1840,7,17,1,3,1
V1492,51,192.168.4.215,DV1924,7,89,0,0,1
V2038,49,192.168.1.170,DV1968,3,119,1,0,0
V1695,48,192.168.0.75,DV1274,4,116,1,0,1
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V0804,85,192.168.6.135,DV1214,4,81,0,0,1
V1230,88,192.168.2.9,DV1846,8,6,0,1,1
V0752,73,192.168.4.202,DV1403,3,19,1,0,0
V0345,86,192.168.4.5,DV1514,7,106,0,0,1
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
V1604,32,192.168.0.217,DV1767,2,59,1,0,0
V0523,51,192.168.10.183,DV1975,5,27,0,1,1
V2613,52,192.168.7.131,DV1319,3,11,1,0,0
V0381,78,192.168.1.113,DV1739,8,43,0,2,1
V1939,28,192.168.0.26,DV1730,8,34,1,1,1
V1582,68,192.168.2.104,DV1686,1,62,1,0,0
V1639,73,192.168.6.201,DV1746,1,106,0,3,1
V0713,25,192.168.4.199,DV1401,2,72,1,1,1
V2949,27,192.168.5.170,DV1265,1,85,1,0,0
V1815,88,192.168.6.91,DV1769,4,56,1,2,1
V0883,51,192.168.1.9,DV1074,2,76,1,3,1
V0772,29,192.168.6.134,DV1983,4,56,0,1,1
V1053,48,192.168.9.116,DV1929,4,50,1,0,1
V2085,36,192.168.9.83,DV1083,8,62,1,0,1
V2164,68,192.168.0.96,DV1061,1,17,1,0,0
V1122,43,192.168.4.22,DV1037,6,52,0,2,1
V0401,44,192.168.9.177,DV1359,7,24,0,1,1
V1829,74,192.168.7.212,DV1743,1,40,1,0,0
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V1797,73,192.168.4.89,DV1995,8,91,0,3,1
V1365,55,192.168.4.55,DV1002,7,30,1,0,1
V0447,71,192.168.7.247,DV1061,3,94,1,0,0
V1849,42,192.168.1.232,DV1924,3,69,1,0,0
V2350,37,192.168.1.214,DV1922,3,63,1,0,0
V1253,61,192.168.3.175,DV1685,2,31,0,1,1
V0860,63,192.168.4.75,DV1171,1,91,1,2,1
V2618,72,192.168.0.160,DV1853,2,14,1,0,0
V0141,30,192.168.10.181,DV1893,2,59,0,2,1
V0502,84,192.168.7.235,DV1894,1,103,1,0,0
V0863,50,192.168.2.158,DV1287,5,112,1,0,1
V1124,20,192.168.0.228,DV1815,5,33,1,3,1
V1774,76,192.168.6.43,DV1471,1,87,0,1,1
V0435,60,192.168.6.70,DV1536,2,36,0,3,1
V1251,24,192.168.9.2,DV1049,7,101,0,1,1
V2407,53,192.168.5.87,DV1428,2,14,1,0,0
V1637,86,192.168.0.170,DV1312,1,72,1,0,0
V1800,41,192.168.4.185,DV1668,2,110,1,0,0
V0929,72,192.168.4.179,DV1968,4,103,0,2,1
V1923,63,192.168.8.154,DV1798,3,75,0,2,1
V1730,26,192.168.5.163,DV1572,4,47,0,1,1
V1906,38,192.168.1.4,DV1357,4,14,1,0,1
V1574,78,192.168.5.64,DV1831,7,57,1,0,1
V1563,49,192.168.9.190,DV1712,7,49,0,0,1
V2617,35,192.168.4.102,DV1491,3,99,1,0,0
V1770,79,192.168.10.103,DV1307,1,115,0,0,1
V2093,74,192.168.5.28,DV1959,5,61,1,1,1
V0410,61,192.168.10.196,DV1049,1,15,1,0,0
V0411,33,192.168.2.113,DV1467,1,57,0,1,1
V1000,84,192.168.7.203,DV1477,4,40,1,3,1
V1892,74,192.168.3.98,DV1050,8,59,1,1,1
V2944,35,192.168.0.168,DV1377,3,22,1,0,0
V1197,66,192.168.3.103,DV1188,1,49,0,0,1
V0281,90,192.168.4.122,DV1835,1,50,1,0,0
V2305,30,192.168.6.193,DV1953,1,42,1,0,0
V1196,46,192.168.3.120,DV1638,4,33,1,2,1
V1279,80,192.168.6.237,DV1425,7,98,1,3,1
V0325,84,192.168.3.106,DV1307,5,10,0,3,1
V0770,82,192.168.4.208,DV1063,5,115,1,0,1
V0569,60,192.168.8.197,DV1634,8,94,1,3,1
V1838,55,192.168.6.66,DV1652,4,6,0,2,1
V1487,29,192.168.1.23,DV1665,1,81,1,0,0
V0018,86,192.168.4.197,DV1656,6,17,1,3,1
V0050,88,192.168.2.111,DV1130,1,42,1,0,0
V0318,40,192.168.8.101,DV1541,3,96,0,0,1
V1179,26,192.168.10.161,DV1099,1,64,1,0,0
V0683,78,192.168.0.46,DV1431,8,20,1,3,1
V0591,53,192.168.8.68,DV1133,3,77,1,0,0
V0808,18,192.168.1.7,DV1476,2,97,0,3,1
V1603,40,192.168.6.194,DV1996,7,11,0,2,1
V1117,19,192.168.8.242,DV1071,2,46,1,3,1
V1528,58,192.168.5.103,DV1081,6,66,0,3,1
V1511,28,192.168.2.69,DV1280,8,28,0,2,1
V0164,65,192.168.8.231,DV1660,6,10,1,2,1
V0599,21,192.168.8.211,DV1788,6,68,1,3,1
V1633,88,192.168.3.32,DV1381,3,7,0,3,1
V1562,36,192.168.6.220,DV1225,3,48,1,0,0
V1931,35,192.168.6.32,DV1743,3,29,1,1,1
V2714,48,192.168.1.35,DV1429,2,52,1,0,0
V1269,84,192.168.5.47,DV1452,1,11,1,0,0
V0440,71,192.168.5.70,DV1845,2,76,1,0,0
V1153,52,192.168.0.82,DV1475,7,11,1,0,1
V0361,52,192.168.1.34,DV1089,3,58,1,3,1
V0550,37,192.168.1.200,DV1523,2,95,0,2,1
V0780,21,192.168.5.21,DV1704,8,20,1,2,1
V1402,35,192.168.4.224,DV1809,1,85,0,1,1
V1978,65,192.168.1.44,DV1001,1,3,1,3,1
V1256,33,192.168.3.55,DV1108,6,44,0,0,1
V1835,90,192.168.4.153,DV1036,3,21,1,0,0
V2432,69,192.168.9.196,DV1367,3,58,1,0,0
V0584,43,192.168.4.193,DV1804,3,39,1,1,1
V0494,65,192.168.6.95,DV1191,8,8,1,3,1
V0614,55,192.168.10.18,DV1256,2,28,1,2,1
V0156,89,192.168.5.24,DV1809,7,4,1,0,1
V1786,30,192.168.10.221,DV1414,1,23,1,1,1
V1767,60,192.168.5.166,DV1924,2,26,1,2,1
V1312,42,192.168.1.147,DV1376,3,112,1,3,1
V1914,43,192.168.2.4,DV1146,1,109,0,1,1
V1369,70,192.168.1.234,DV1499,1,22,1,1,1
V2293,23,192.168.0.116,DV1192,1,76,1,0,0
V1894,38,192.168.3.31,DV1963,8,97,1,2,1
V0453,31,192.168.2.116,DV1477,6,55,0,2,1
V0630,87,192.168.9.45,DV1385,7,49,0,2,1
V1798,23,192.168.1.84,DV1381,1,21,0,3,1
V1949,81,192.168.1.86,DV1360,4,43,1,0,1
V0528,34,192.168.4.186,DV1827,3,90,1,0,0
V1781,65,192.168.5.88,DV1513,1,81,1,0,0
V1269,84,192.168.5.47,DV1452,1,11,1,0,0
V0183,72,192.168.8.250,DV1785,1,80,1,0,0
V1441,25,192.168.10.9,DV1618,3,67,0,0,1
V1087,61,192.168.2.55,DV1189,2,98,1,0,0
V0399,87,192.168.3.254,DV1435,2,97,0,2,1
V1094,78,192.168.0.221,DV1460,4,28,1,3,1
V1367,60,192.168.4.91,DV1109,1,47,0,3,1
V1744,30,192.168.5.235,DV1259,1,80,1,0,0
V2840,78,192.168.6.24,DV1929,1,73,1,0,0
V1108,83,192.168.9.172,DV1106,1,59,1,0,0
V0744,45,192.168.5.6,DV1790,5,120,0,0,1
V0974,89,192.168.9.177,DV1851,2,56,1,0,0
V0044,74,192.168.8.181,DV1309,1,88,1,0,0
V0404,53,192.168.10.33,DV1718,3,34,0,2,1
V1882,86,192.168.2.205,DV1525,2,76,1,1,1
V0419,74,192.168.5.185,DV1218,3,120,1,3,1
V1608,44,192.168.0.208,DV1143,1,49,1,0,0
V0587,66,192.168.6.107,DV1979,6,73,0,0,1
V0233,78,192.168.0.163,DV1396,6,35,0,2,1
V0407,76,192.168.7.84,DV1595,1,114,0,3,1
V1631,87,192.168.8.27,DV1055,6,118,1,3,1
V0067,46,192.168.3.38,DV1025,1,34,1,0,0
V0386,18,192.168.3.53,DV1285,2,76,0,1,1
V0335,54,192.168.6.120,DV1546,6,42,1,2,1
V0247,48,192.168.10.94,DV1370,7,75,0,1,1
V2500,29,192.168.0.199,DV1362,3,61,1,0,0
V0871,30,192.168.8.164,DV1362,7,81,1,2,1
V1788,24,192.168.4.109,DV1264,2,80,1,2,1
V1290,54,192.168.6.44,DV1180,6,26,0,1,1
V1716,36,192.168.6.158,DV1858,8,69,0,0,1
V0638,41,192.168.8.246,DV1415,1,115,1,0,0
V1226,72,192.168.10.193,DV1413,5,44,0,0,1
V0652,65,192.168.8.143,DV1495,5,42,1,3,1
V2293,23,192.168.0.116,DV1192,1,76,1,0,0
V1146,49,192.168.9.114,DV1086,6,54,0,3,1
V0801,38,192.168.10.73,DV1625,3,61,1,0,0
V1499,21,192.168.9.182,DV1556,2,76,1,0,0
V2944,35,192.168.0.168,DV1377,3,22,1,0,0
V0209,70,192.168.5.174,DV1612,1,104,1,0,0
V0060,23,192.168.6.1,DV1532,4,49,1,0,1
V2175,78,192.168.8.125,DV1395,3,63,1,0,0
V1509,42,192.168.9.8,DV1548,1,69,0,1,1
V1901,25,192.168.9.206,DV1214,5,50,1,1,1
V2840,78,192.168.6.24,DV1929,1,73,1,0,0
V1067,39,192.168.8.211,DV1279,4,77,0,1,1
V1829,74,192.168.7.212,DV1743,1,40,1,0,0
V1519,45,192.168.10.96,DV1380,3,102,1,0,0
V1918,61,192.168.7.198,DV1562,8,87,0,2,1
V1792,54,192.168.0.32,DV1888,8,61,1,0,1
V0576,79,192.168.8.200,DV1943,3,91,0,1,1
V1862,38,192.168.5.245,DV1528,8,86,1,2,1
V1379,49,192.168.9.40,DV1746,3,34,1,0,0
V0032,31,192.168.3.50,DV1194,8,20,1,1,1
V1217,82,192.168.8.140,DV1659,2,103,1,1,1
V0187,65,192.168.4.185,DV1332,2,116,0,1,1
V0319,20,192.168.4.119,DV1689,7,71,1,1,1
V1410,90,192.168.7.242,DV1746,3,85,1,0,0
V1280,80,192.168.4.165,DV1602,2,55,0,0,1
V2351,39,192.168.5.9,DV1545,3,90,1,0,0
V0851,54,192.168.10.33,DV1137,1,12,0,1,1
V1900,90,192.168.0.33,DV1531,3,20,1,0,0
V1727,39,192.168.8.184,DV1849,8,4,1,3,1
V1209,81,192.168.8.119,DV1183,6,94,1,3,1
V0985,30,192.168.3.236,DV1516,8,49,0,3,1
V0555,61,192.168.2.30,DV1410,7,61,1,3,1
V2736,47,192.168.1.244,DV1085,2,62,1,0,0
V0608,74,192.168.6.102,DV1841,1,63,0,1,1
V1519,45,192.168.10.96,DV1380,3,102,1,0,0
V0701,87,192.168.3.207,DV1091,8,42,1,3,1
V1342,88,192.168.3.152,DV1367,5,19,1,0,1
V0602,31,192.168.3.138,DV1848,7,85,0,1,1
V0928,18,192.168.10.19,DV1394,6,70,0,2,1
V1430,79,192.168.6.155,DV1812,6,20,0,3,1
V2055,27,192.168.2.150,DV1641,8,83,1,0,1
V1968,53,192.168.9.65,DV1970,1,94,1,3,1
V0565,76,192.168.7.206,DV1586,8,14,1,3,1
V1549,32,192.168.3.30,DV1054,1,76,1,1,1
V0573,45,192.168.7.212,DV1800,4,94,1,0,1
V1562,36,192.168.6.220,DV1225,3,48,1,0,0
V0664,82,192.168.4.88,DV1969,2,105,1,2,1
V0980,83,192.168.9.16,DV1480,2,119,1,0,0
V1508,61,192.168.5.124,DV1628,1,23,1,0,0
V1712,66,192.168.0.128,DV1745,7,50,0,3,1
V1150,59,192.168.2.7,DV1730,1,41,1,0,0
V1408,68,192.168.2.115,DV1237,7,50,0,3,1
V1515,52,192.168.5.160,DV1110,7,57,0,2,1
V1806,20,192.168.5.57,DV1065,5,96,1,3,1
V1851,58,192.168.10.19,DV1201,8,17,1,0,1
V0852,80,192.168.10.112,DV1998,3,13,0,3,1
V0478,57,192.168.4.33,DV1181,1,92,1,0,0
V2048,88,192.168.0.34,DV1892,1,97,0,2,1
V1854,76,192.168.0.65,DV1772,7,79,1,3,1
V2928,34,192.168.1.23,DV1048,2,70,1,0,0
V2062,68,192.168.10.215,DV1606,5,79,1,2,1
V0682,48,192.168.8.111,DV1876,7,28,0,1,1
V0888,25,192.168.10.246,DV1662,2,49,1,0,0
V1567,76,192.168.9.248,DV1811,6,39,0,0,1
